Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,41.45000076293945,41.880001068115234,41.15999984741211,41.880001068115234,35.04252243041992,6521500
2013-01-03,41.9900016784668,42.52000045776367,41.939998626708984,42.470001220703125,35.53619384765625,5338600
2013-01-04,42.59000015258789,42.709999084472656,42.369998931884766,42.65999984741211,35.6951789855957,4219900
2013-01-07,42.52000045776367,43.47999954223633,42.38999938964844,43.15999984741211,36.1135368347168,6807700
2013-01-08,43.15999984741211,43.310001373291016,42.900001525878906,43.11000061035156,36.071720123291016,4137600
2013-01-09,43.31999969482422,43.849998474121094,43.2400016784668,43.380001068115234,36.29762268066406,3442200
2013-01-10,43.459999084472656,43.970001220703125,43.459999084472656,43.849998474121094,36.69089126586914,4241100
2013-01-11,43.7599983215332,44.119998931884766,43.7599983215332,44.06999969482422,36.87498474121094,3212000
2013-01-14,43.9900016784668,44.2400016784668,43.77000045776367,44.220001220703125,37.00048828125,3126300
2013-01-15,44.0099983215332,44.16999816894531,43.81999969482422,44.130001068115234,36.925174713134766,3812700
2013-01-16,44.060001373291016,44.18000030517578,43.79999923706055,43.939998626708984,36.76618957519531,3221500
2013-01-17,44.439998626708984,45.47999954223633,44.34000015258789,45.16999816894531,37.79536819458008,7958700
2013-01-18,45.45000076293945,45.66999816894531,44.95000076293945,45.66999816894531,38.213748931884766,6347800
2013-01-22,45.540000915527344,46.209999084472656,45.08000183105469,46.20000076293945,38.6572265625,7128000
2013-01-23,46.04999923706055,46.20000076293945,45.560001373291016,45.900001525878906,38.40619659423828,4116000
2013-01-24,45.95000076293945,46.4900016784668,45.869998931884766,46.45000076293945,38.86640548706055,4024400
2013-01-25,46.15999984741211,46.4900016784668,46.130001068115234,46.41999816894531,38.841304779052734,4243300
2013-01-28,46.459999084472656,46.56999969482422,46.27000045776367,46.4900016784668,38.89987564086914,3090300
2013-01-29,46.38999938964844,46.91999816894531,46.31999969482422,46.63999938964844,39.02538299560547,4616000
2013-01-30,46.70000076293945,46.95000076293945,46.43000030517578,46.65999984741211,39.0421142578125,3564600
2013-01-31,46.459999084472656,46.68000030517578,46.189998626708984,46.599998474121094,38.99191665649414,6369900
2013-02-01,46.849998474121094,47.130001068115234,46.68000030517578,46.91999816894531,39.259674072265625,4374500
2013-02-04,46.560001373291016,46.75,46.22999954223633,46.25,38.699058532714844,3630600
2013-02-05,46.619998931884766,47.029998779296875,46.52000045776367,46.77000045776367,39.1341552734375,3740000
2013-02-06,46.56999969482422,46.95000076293945,46.25,46.95000076293945,39.28478240966797,4327900
2013-02-07,46.849998474121094,47.0,46.31999969482422,46.7599983215332,39.12578582763672,3492200
2013-02-08,46.84000015258789,47.18000030517578,46.72999954223633,47.099998474121094,39.41029739379883,3099500
2013-02-11,47.09000015258789,47.220001220703125,46.959999084472656,47.220001220703125,39.51069641113281,3083100
2013-02-12,47.33000183105469,47.400001525878906,47.040000915527344,47.11000061035156,39.41864776611328,3304900
2013-02-13,47.220001220703125,47.349998474121094,46.880001068115234,46.9900016784668,39.31824493408203,3048400
2013-02-14,46.70000076293945,47.27000045776367,46.52000045776367,47.16999816894531,39.46885681152344,4441400
2013-02-15,47.0,47.119998931884766,46.599998474121094,47.119998931884766,39.42702102661133,7276500
2013-02-19,45.9900016784668,46.25,44.9900016784668,45.79999923706055,38.32252883911133,9472800
2013-02-20,45.84000015258789,45.84000015258789,44.439998626708984,44.7599983215332,37.45232009887695,9916300
2013-02-21,44.77000045776367,44.849998474121094,44.470001220703125,44.72999954223633,37.42721176147461,6103700
2013-02-22,45.0,45.08000183105469,44.54999923706055,44.720001220703125,37.418853759765625,4313100
2013-02-25,45.0,45.459999084472656,43.880001068115234,43.880001068115234,36.71598815917969,6608600
2013-02-26,44.16999816894531,44.459999084472656,43.5099983215332,44.119998931884766,36.91680145263672,7409000
2013-02-27,44.119998931884766,44.599998474121094,44.040000915527344,44.540000915527344,37.26823425292969,4087300
2013-02-28,44.72999954223633,45.20000076293945,44.41999816894531,44.959999084472656,37.61966323852539,5498400
2013-03-01,44.79999923706055,45.310001373291016,44.5099983215332,45.22999954223633,37.84558868408203,4365000
2013-03-04,45.0,45.2599983215332,44.720001220703125,45.2599983215332,37.87069320678711,3485900
2013-03-05,45.5,46.0,45.400001525878906,45.779998779296875,38.30579376220703,4082500
2013-03-06,45.959999084472656,46.11000061035156,45.790000915527344,46.029998779296875,38.51498031616211,3028700
2013-03-07,46.02000045776367,46.2400016784668,45.599998474121094,45.72999954223633,38.26396179199219,2647900
2013-03-08,45.939998626708984,46.0,45.5099983215332,45.599998474121094,38.155174255371094,3988800
2013-03-11,45.599998474121094,46.209999084472656,45.5,46.209999084472656,38.66559600830078,3877900
2013-03-12,46.209999084472656,46.2400016784668,45.900001525878906,46.0,38.4898796081543,3763800
2013-03-13,45.939998626708984,45.9900016784668,45.47999954223633,45.869998931884766,38.38109588623047,2923400
2013-03-14,46.0,46.0099983215332,45.70000076293945,45.95000076293945,38.44804000854492,2971600
2013-03-15,45.79999923706055,45.959999084472656,45.41999816894531,45.41999816894531,38.00456237792969,6510200
2013-03-18,45.0099983215332,45.36000061035156,44.79999923706055,45.11000061035156,37.74518585205078,3444000
2013-03-19,45.279998779296875,45.619998931884766,44.81999969482422,45.119998931884766,37.7535400390625,3853300
2013-03-20,45.5,45.72999954223633,45.369998931884766,45.540000915527344,38.10497283935547,3578300
2013-03-21,45.33000183105469,45.97999954223633,45.279998779296875,45.81999969482422,38.33927536010742,5703000
2013-03-22,45.88999938964844,46.040000915527344,45.810001373291016,45.9900016784668,38.481510162353516,3323200
