Date,Open,High,Low,Close,Volume
2013-01-31,34.37146759033203,35.04001998901367,34.37146759033203,34.74105453491211,4217839
2013-02-28,37.82250595092773,38.15913391113281,37.60593032836914,37.96139526367188,2814300
2013-03-29,39.1878547668457,39.70103454589844,39.05602645874024,39.48917007446289,2500798
2013-04-30,41.15113067626953,41.96798324584961,41.04284286499024,41.953861236572266,2785838
2013-05-31,43.51224136352539,44.06779861450195,43.28154373168945,43.28154373168945,2620591
2013-06-28,45.150657653808594,45.9180793762207,44.790489196777344,45.44726943969727,3817678
2013-07-31,46.60075378417969,46.930320739746094,46.28531265258789,46.37476348876953,1480853
2013-08-30,44.15254211425781,44.47504806518555,43.91007614135742,44.07015228271485,1696651
2013-09-30,46.41007614135742,46.95856857299805,46.37711715698242,46.85734558105469,2429431
2013-10-31,50.63794708251953,50.903953552246094,50.1812629699707,50.61205291748047,2613370
2013-11-29,55.32015228271485,55.83333206176758,55.13418197631836,55.22127914428711,1050106
2013-12-31,58.62523651123047,58.85122299194336,58.45574569702149,58.700565338134766,1183280
2014-01-31,55.23540496826172,55.36723327636719,54.88700485229492,55.03766632080078,2781590
2014-02-28,55.39548110961914,55.49905776977539,54.81167602539063,55.16949081420898,3580427
2014-03-31,58.33333206176758,58.578155517578125,58.09792709350586,58.26742172241211,1836092
2014-04-30,57.61770248413086,57.74953079223633,57.14689254760742,57.52354049682617,2316965
2014-05-30,59.12429428100586,59.71751403808594,58.99246597290039,59.34086608886719,1462055
2014-06-30,59.07721328735352,59.41619491577149,58.88888931274414,59.3220329284668,1666490
2014-07-31,58.427494049072266,58.62523651123047,57.64595031738281,57.69303131103516,1859881
2014-08-29,60.10357666015625,60.38606262207031,59.83992385864258,60.37664794921875,1168625
2014-09-30,62.23163986206055,62.51412582397461,61.96798324584961,62.175140380859375,1770991
2014-10-31,64.1242904663086,64.3031997680664,63.493408203125,63.72881317138672,1749326
2014-11-28,70.19773864746094,71.0263671875,70.16949462890625,70.78154754638672,1110533
2014-12-31,71.14877319335938,71.55367279052734,70.51789093017578,70.52730560302734,1119773
2015-01-30,65.88512420654297,66.8361587524414,65.24481964111328,65.32015228271484,3157220
2015-02-27,72.27871704101562,72.45762634277344,72.052734375,72.18455505371094,1840658
2015-03-31,70.66854858398438,71.3559341430664,70.51789093017578,70.91336822509766,2722437
2015-04-30,68.73822784423828,69.17137145996094,67.98493194580078,68.20150756835938,2794228
2015-05-29,66.92090606689453,66.92090606689453,66.15819549560547,66.31826782226562,2612414
2015-06-30,65.51789093017578,66.25235748291016,65.38606262207031,65.66854858398438,3053144
2015-07-31,72.26930236816406,72.88135528564453,71.78907775878906,72.5894546508789,2840744
2015-08-31,68.73822784423828,69.10546112060547,68.01318359375,68.20150756835938,1843526
2015-09-30,64.29378509521484,64.56685638427734,63.72881317138672,64.22787475585938,2631317
2015-10-30,64.0301284790039,64.50093841552734,63.4180793762207,63.578155517578125,3269367
2015-11-30,60.99811553955078,61.1581916809082,60.084747314453125,60.92278671264648,2788387
2015-12-31,58.917137145996094,59.13370895385742,58.59698867797852,58.61581802368164,1681571
2016-01-29,56.930320739746094,59.08662796020508,56.80791091918945,58.94538497924805,6461102
2016-02-29,60.98870086669922,61.99623489379883,60.97928237915039,61.3088493347168,3156158
2016-03-31,61.47834396362305,61.97740173339844,60.80037689208984,60.97928237915039,1855845
2016-04-29,60.16007614135742,60.207157135009766,57.94726943969727,59.36911392211914,4097196
2016-05-31,58.75706100463867,58.94538497924805,58.19208908081055,58.681732177734375,3348698
2016-06-30,57.325801849365234,57.90018844604492,56.70433044433594,57.90018844604492,2306983
2016-07-29,57.90960311889648,58.87947463989258,57.6647834777832,58.78531265258789,2954165
2016-08-31,58.67231750488281,58.92655563354492,57.75894546508789,58.427494049072266,2327054
2016-09-30,52.77777862548828,53.079097747802734,52.52354049682617,52.77777862548828,3300908
2016-10-31,51.12052536010742,51.19585800170898,50.65913391113281,51.045196533203125,3135130
2016-11-30,52.34463119506836,52.43879318237305,51.24293899536133,51.32768249511719,4476118
2016-12-30,50.48964309692383,50.72504806518555,50.11299514770508,50.23540496826172,2590961
2017-01-31,47.24105453491211,48.493408203125,46.75141143798828,48.47457504272461,6752727
2017-02-28,49.9246711730957,50.04708099365234,49.09604644775391,49.38794708251953,4143181
2017-03-31,51.05461502075195,51.89265441894531,50.97928237915039,51.76082992553711,4737901
2017-04-28,52.48587417602539,53.11676025390625,51.318267822265625,51.440677642822266,8022348
2017-05-31,50.71562957763672,51.01694869995117,50.480224609375,50.65913391113281,3680467
2017-06-30,53.97363662719727,54.78342819213867,53.67231750488281,54.23728942871094,3005566
2017-07-31,58.23917007446289,58.5687370300293,58.05084609985352,58.55932235717773,2880250
2017-08-31,59.12429428100586,59.3220329284668,58.94538497924805,59.19962310791016,2460760
2017-09-29,59.87759017944336,60.26365280151367,59.76459503173828,59.85875701904297,2634079
2017-10-31,65.57438659667969,65.89453887939453,65.14124298095703,65.58380126953125,3001849
2017-11-30,69.8493423461914,70.06591033935547,68.65348052978516,68.7005615234375,4236849
2017-12-29,69.91525268554688,70.41431427001953,69.6704330444336,69.67984771728516,1529917
2018-01-31,77.32579803466797,77.82485961914062,76.0263671875,76.40301513671875,3927807
2018-02-28,70.73446655273438,70.97928619384766,70.2071533203125,70.2165756225586,2784776
2018-03-30,69.97174835205078,70.73446655273438,69.68926239013672,69.7928466796875,3263951
2018-04-30,76.41242980957031,77.14689636230469,75.95103454589844,76.14877319335938,3935560
2018-05-31,77.09981536865234,77.25047302246094,76.36534881591797,76.42184448242188,4475374
2018-06-29,77.74952697753906,78.22975158691406,76.76082611083984,76.76082611083984,1816232
2018-07-31,86.8361587524414,87.02448272705078,85.95103454589844,86.69491577148438,2694931
2018-08-31,86.19585418701172,86.86441040039062,85.9698715209961,86.75141143798828,1940062
2018-09-28,87.57061767578125,88.6158218383789,87.57061767578125,87.99434661865234,1978718
2018-10-31,78.5499038696289,79.31261444091797,78.00376892089844,78.04142761230469,3177079
2018-11-30,74.17137145996094,76.73258209228516,74.17137145996094,76.54425811767578,4460188
2018-12-31,66.7231674194336,67.43879699707031,66.44068145751953,67.17514038085938,1623267
2019-01-31,79.6704330444336,80.03766632080078,78.59698486328125,79.25611877441406,3481873
2019-02-28,82.63653564453125,82.81544494628906,82.08097839355469,82.2598876953125,1470764
2019-03-29,82.18455505371094,82.58003997802734,81.43125915527344,81.8361587524414,1597036
2019-04-30,88.59698486328125,89.01129913330078,88.14501190185547,88.89830780029297,1909051
2019-05-31,81.58999633789062,82.23999786376953,80.76000213623047,81.87999725341797,2605400
2019-06-28,86.77999877929688,88.16000366210938,86.70999908447266,87.3499984741211,5908400
2019-07-31,88.08000183105469,88.2699966430664,86.72000122070312,87.38999938964844,1662900
2019-08-30,83.25,83.61000061035156,81.9000015258789,81.94999694824219,1490700
2019-09-30,88.95999908447266,89.36000061035156,88.6500015258789,88.98999786376953,1517300
2019-10-31,81.87999725341797,83.0,81.5999984741211,82.29000091552734,2956600
2019-11-29,88.9000015258789,89.27999877929688,88.16999816894531,88.54000091552734,706600
2019-12-31,99.36000061035156,99.7699966430664,99.12999725341795,99.66000366210938,1694100
2020-01-31,84.12999725341797,84.23999786376953,82.8499984741211,82.97000122070312,3498500
2020-02-28,71.08999633789062,73.11000061035156,70.0,72.0,7248400
2020-03-31,59.060001373291016,59.59999847412109,53.7400016784668,54.08000183105469,3254500
2020-04-30,59.34999847412109,59.81999969482422,57.720001220703125,58.09999847412109,4254000
2020-05-29,57.84000015258789,58.220001220703125,55.52000045776367,56.09999847412109,4086800
2020-06-30,59.91999816894531,61.11000061035156,59.09999847412109,60.93999862670898,2651000
2020-07-31,59.09999847412109,62.02999877929688,58.08000183105469,60.36000061035156,4156800
2020-08-31,67.87999725341797,67.94999694824219,65.12999725341797,65.75,2526700
2020-09-30,70.55999755859375,71.29000091552734,69.6500015258789,70.25,1979600
2020-10-30,68.61000061035156,68.87999725341797,66.26000213623047,67.19999694824219,3192900
2020-11-30,85.0,85.16000366210938,82.88999938964844,83.4000015258789,5198800
2020-12-31,85.76000213623047,86.01000213623047,85.19000244140625,85.41000366210938,1090800
2021-01-29,78.91999816894531,79.0999984741211,76.41999816894531,76.87000274658203,4454100
2021-02-26,80.58000183105469,80.7300033569336,78.70999908447266,79.12999725341797,2092000
2021-03-31,79.97000122070312,80.9800033569336,79.87999725341797,79.91999816894531,1904300
2021-04-30,88.81999969482422,88.93000030517578,87.27999877929688,87.66000366210938,4351800
2021-05-31,79.95999908447266,80.08999633789062,79.16000366210938,79.72000122070312,1689500
2021-06-30,81.13999938964844,82.16999816894531,80.66000366210938,82.04000091552734,1650300
2021-07-30,83.41000366210938,83.63999938964844,78.9000015258789,80.19999694824219,7096800
2021-08-31,76.86000061035156,77.20999908447266,76.16000366210938,76.47000122070312,1901100
2021-09-30,68.20999908447266,68.33999633789062,66.5199966430664,66.98999786376953,5222100
2021-10-29,72.45999908447266,73.26000213623047,71.79000091552734,72.87999725341797,4409000
2021-11-30,72.95999908447266,73.51000213623047,71.41000366210938,71.7300033569336,4357500
2021-12-31,74.4800033569336,75.30000305175781,73.7699966430664,74.51000213623047,2356400
